1689,193.978
1688,194.016
1687,194.054
1686,194.093
1685,194.131
1684,194.176
1683,194.214
1682,194.253
1681,194.291
1680,194.323
1679,194.362
1678,194.4
1677,194.439
1676,194.478
1675,194.523
1674,194.561
1673,194.6
1672,194.639
1671,194.671
1670,194.71
1669,194.749
1668,194.788
1667,194.827
1666,194.872
1665,194.911
1664,194.95
1663,194.989
1662,195.022
1661,195.061
1660,195.1
1659,195.139
1658,195.178
1657,195.224
1656,195.263
1655,195.303
1654,195.342
1653,195.375
1652,195.414
1651,195.454
1650,195.493
1649,195.532
1648,195.578
1647,195.618
1646,195.658
1645,195.697
1644,195.73
1643,195.77
1642,195.81
1641,195.849
1640,195.889
1639,195.935
1638,195.975
1637,196.015
1636,196.055
1635,196.095
1634,196.128
1633,196.168
1632,196.208
1631,196.249
1630,196.295
1629,196.335
1628,196.375
1627,196.416
1626,196.456
1625,196.49
1624,196.53
1623,196.57
1622,196.611
1621,196.657
1620,196.698
1619,196.738
1618,196.779
1617,196.819
1616,196.853
1615,196.894
1614,196.935
1613,196.975
1612,197.022
1611,197.063
1610,197.104
1609,197.145
1608,197.186
1607,197.22
1606,197.261
1605,197.302
1604,197.343
1603,197.39
1602,197.431
1601,197.472
1600,197.513
1599,197.555
1598,197.589
1597,197.63
1596,197.672
1595,197.713
1594,197.761
1593,197.802
1592,197.843
1591,197.885
1590,197.926
1589,197.961
1588,198.003
1587,198.044
1586,198.086
1585,198.134
1584,198.176
1583,198.217
1582,198.259
1581,198.301
1580,198.336
1579,198.378
1578,198.42
1577,198.462
1576,198.51
1575,198.552
1574,198.594
1573,198.636
1572,198.678
1571,198.714
1570,198.756
1569,198.798
1568,198.84
1567,198.889
1566,198.931
1565,198.974
1564,199.016
1563,199.058
1562,199.094
1561,199.137
1560,199.179
1559,199.222
1558,199.264
1557,199.314
1556,199.356
1555,199.399
1554,199.442
1553,199.478
1552,199.521
1551,199.563
1550,199.606
1549,199.649
1548,199.699
1547,199.742
1546,199.785
1545,199.828
1544,199.864
1543,199.907
1542,199.951
1541,199.994
1540,200.037
1539,200.087
1538,200.13
1537,200.174
1536,200.217
1535,200.254
1534,200.297
1533,200.341
1532,200.384
1531,200.428
1530,200.478
1529,200.522
1528,200.565
1527,200.609
1526,200.646
1525,200.69
1524,200.734
1523,200.778
1522,200.822
1521,200.872
1520,200.916
1519,200.96
1518,201.005
1517,201.042
1516,201.086
1515,201.13
1514,201.175
1513,201.219
1512,201.27
1511,201.314
1510,201.359
1509,201.403
1508,201.441
1507,201.485
1506,201.53
1505,201.574
1504,201.619
1503,201.67
1502,201.715
1501,201.76
1500,201.805
1499,201.843
1498,201.888
1497,201.933
1496,201.977
1495,202.022
1494,202.074
1493,202.119
1492,202.164
1491,202.209
1490,202.248
1489,202.293
1488,202.338
1487,202.384
1486,202.429
1485,202.481
1484,202.527
1483,202.572
1482,202.618
1481,202.663
1480,202.702
1479,202.748
1478,202.793
1477,202.839
1476,202.892
1475,202.937
1474,202.983
1473,203.029
1472,203.075
1471,203.114
1470,203.16
1469,203.206
1468,203.252
1467,203.305
1466,203.351
1465,203.398
1464,203.444
1463,203.49
1462,203.53
1461,203.576
1460,203.623
1459,203.669
1458,203.722
1457,203.769
1456,203.809
1455,203.862
1454,203.909
1453,203.949
1452,203.995
1451,204.042
1450,204.089
1449,204.143
1448,204.19
1447,204.23
1446,204.284
1445,204.331
1444,204.371
1443,204.418
1442,204.465
1441,204.513
1440,204.567
1439,204.614
1438,204.662
1437,204.709
1436,204.756
1435,204.797
1434,204.845
1433,204.892
1432,204.94
1431,204.994
1430,205.042
1429,205.09
1428,205.138
1427,205.186
1426,205.227
1425,205.275
1424,205.323
1423,205.371
1422,205.426
1421,205.474
1420,205.522
1419,205.57
1418,205.618
1417,205.66
1416,205.708
1415,205.757
1414,205.805
1413,205.86
1412,205.909
1411,205.957
1410,206.006
1409,206.055
1408,206.097
1407,206.145
1406,206.194
1405,206.243
1404,206.292
1403,206.348
1402,206.397
1401,206.446
1400,206.495
1399,206.537
1398,206.586
1397,206.636
1396,206.685
1395,206.734
1394,206.79
1393,206.84
1392,206.889
1391,206.939
1390,206.982
1389,207.031
1388,207.081
1387,207.131
1386,207.18
1385,207.237
1384,207.287
1383,207.337
1382,207.387
1381,207.43
1380,207.48
1379,207.53
1378,207.58
1377,207.63
1376,207.687
1375,207.738
1374,207.788
1373,207.838
1372,207.882
1371,207.932
1370,207.983
1369,208.033
1368,208.084
1367,208.142
1366,208.192
1365,208.243
1364,208.294
1363,208.338
1362,208.389
1361,208.447
1360,208.491
1359,208.542
1358,208.6
1357,208.651
1356,208.702
1355,208.754
1354,208.798
1353,208.849
1352,208.908
1351,208.952
1350,209.004
1349,209.062
1348,209.114
1347,209.166
1346,209.217
1345,209.262
1344,209.314
1343,209.373
1342,209.418
1341,209.47
1340,209.529
1339,209.581
1338,209.626
1337,209.685
1336,209.731
1335,209.783
1334,209.842
1333,209.888
1332,209.94
1331,210
1330,210.052
1329,210.098
1328,210.158
1327,210.21
1326,210.256
1325,210.316
1324,210.362
1323,210.415
1322,210.475
1321,210.528
1320,210.574
1319,210.634
1318,210.687
1317,210.733
1316,210.794
1315,210.84
1314,210.893
1313,210.954
1312,211.007
1311,211.054
1310,211.115
1309,211.168
1308,211.215
1307,211.276
1306,211.323
1305,211.377
1304,211.438
1303,211.492
1302,211.539
1301,211.6
1300,211.654
1299,211.701
1298,211.763
1297,211.81
1296,211.864
1295,211.926
1294,211.98
1293,212.028
1292,212.09
1291,212.144
1290,212.192
1289,212.247
1288,212.302
1287,212.356
1286,212.419
1285,212.474
1284,212.529
1283,212.584
1282,212.639
1281,212.687
1280,212.742
1279,212.798
1278,212.853
1277,212.916
1276,212.971
1275,213.027
1274,213.083
1273,213.138
1272,213.187
1271,213.25
1270,213.299
1269,213.355
1268,213.418
1267,213.474
1266,213.53
1265,213.586
1264,213.642
1263,213.692
1262,213.748
1261,213.804
1260,213.861
1259,213.925
1258,213.981
1257,214.038
1256,214.095
1255,214.151
1254,214.201
1253,214.258
1252,214.315
1251,214.372
1250,214.429
1249,214.493
1248,214.551
1247,214.608
1246,214.665
1245,214.715
1244,214.773
1243,214.83
1242,214.888
1241,214.946
1240,215.01
1239,215.068
1238,215.119
1237,215.184
1236,215.235
1235,215.293
1234,215.351
1233,215.409
1232,215.467
1231,215.533
1230,215.591
1229,215.642
1228,215.708
1227,215.759
1226,215.818
1225,215.876
1224,215.935
1223,215.994
1222,216.06
1221,216.119
1220,216.171
1219,216.237
1218,216.289
1217,216.348
1216,216.407
1215,216.466
1214,216.526
1213,216.592
1212,216.652
1211,216.704
1210,216.771
1209,216.823
1208,216.883
1207,216.95
1206,217.003
1205,217.063
1204,217.13
1203,217.19
1202,217.243
1201,217.31
1200,217.363
1199,217.424
1198,217.491
1197,217.545
1196,217.605
1195,217.673
1194,217.734
1193,217.787
1192,217.848
1191,217.909
1190,217.977
1189,218.038
1188,218.092
1187,218.153
1186,218.222
1185,218.283
1184,218.337
1183,218.398
1182,218.46
1181,218.529
1180,218.59
1179,218.645
1178,218.707
1177,218.776
1176,218.838
1175,218.892
1174,218.954
1173,219.017
1172,219.086
1171,219.148
1170,219.203
1169,219.266
1168,219.336
1167,219.398
1166,219.454
1165,219.516
1164,219.586
1163,219.649
1162,219.712
1161,219.768
1160,219.831
1159,219.901
1158,219.964
1157,220.02
1156,220.084
1155,220.154
1154,220.218
1153,220.282
1152,220.338
1151,220.402
1150,220.473
1149,220.537
1148,220.593
1147,220.665
1146,220.729
1145,220.793
1144,220.857
1143,220.914
1142,220.978
1141,221.05
1140,221.115
1139,221.172
1138,221.237
1137,221.309
1136,221.374
1135,221.438
1134,221.496
1133,221.561
1132,221.634
1131,221.699
1130,221.764
1129,221.822
1128,221.895
1127,221.961
1126,222.026
1125,222.084
1124,222.15
1123,222.223
1122,222.289
1121,222.355
1120,222.414
1119,222.488
1118,222.554
1117,222.62
1116,222.679
1115,222.746
1114,222.82
1113,222.886
1112,222.953
1111,223.012
1110,223.087
1109,223.153
1108,223.221
1107,223.28
1106,223.347
1105,223.422
1104,223.489
1103,223.557
1102,223.617
1101,223.685
1100,223.76
1099,223.827
1098,223.888
1097,223.956
1096,224.031
1095,224.099
1094,224.167
1093,224.228
1092,224.297
1091,224.372
1090,224.441
1089,224.502
1088,224.571
1087,224.64
1086,224.716
1085,224.785
1084,224.846
1083,224.915
1082,224.992
1081,225.061
1080,225.123
1079,225.193
1078,225.262
1077,225.339
1076,225.409
1075,225.471
1074,225.541
1073,225.619
1072,225.689
1071,225.751
1070,225.821
1069,225.892
1068,225.97
1067,226.04
1066,226.103
1065,226.174
1064,226.252
1063,226.323
1062,226.386
1061,226.457
1060,226.528
1059,226.607
1058,226.678
1057,226.742
1056,226.814
1055,226.893
1054,226.964
1053,227.036
1052,227.1
1051,227.172
1050,227.252
1049,227.324
1048,227.389
1047,227.461
1046,227.541
1045,227.613
1044,227.686
1043,227.751
1042,227.824
1041,227.904
1040,227.977
1039,228.042
1038,228.115
1037,228.196
1036,228.27
1035,228.343
1034,228.409
1033,228.482
1032,228.564
1031,228.637
1030,228.704
1029,228.778
1028,228.859
1027,228.934
1026,229.008
1025,229.075
1024,229.149
1023,229.231
1022,229.306
1021,229.373
1020,229.448
1019,229.53
1018,229.605
1017,229.68
1016,229.748
1015,229.823
1014,229.906
1013,229.982
1012,230.05
1011,230.126
1010,230.201
1009,230.285
1008,230.361
1007,230.429
1006,230.506
1005,230.59
1004,230.666
1003,230.735
1002,230.812
1001,230.888
1000,230.973
999,231.05
998,231.119
997,231.196
996,231.281
995,231.359
994,231.428
993,231.506
992,231.583
991,231.669
990,231.747
989,231.817
988,231.895
987,231.981
986,232.059
985,232.13
984,232.208
983,232.287
982,232.374
981,232.452
980,232.524
979,232.603
978,232.689
977,232.769
976,232.848
975,232.92
974,232.999
973,233.087
972,233.167
971,233.239
970,233.319
969,233.407
968,233.487
967,233.567
966,233.64
965,233.72
964,233.809
963,233.89
962,233.963
961,234.044
960,234.133
959,234.214
958,234.295
957,234.369
956,234.45
955,234.54
954,234.622
953,234.696
952,234.778
951,234.868
950,234.95
949,235.032
948,235.107
947,235.19
946,235.28
945,235.363
944,235.438
943,235.521
942,235.612
941,235.696
940,235.779
939,235.855
938,235.938
937,236.03
936,236.114
935,236.19
934,236.274
933,236.358
932,236.451
931,236.535
930,236.612
929,236.697
928,236.789
927,236.874
926,236.952
925,237.037
924,237.122
923,237.216
922,237.301
921,237.379
920,237.465
919,237.559
918,237.645
917,237.723
916,237.809
915,237.896
914,237.99
913,238.077
912,238.156
911,238.243
910,238.338
909,238.425
908,238.505
907,238.592
906,238.68
905,238.776
904,238.863
903,238.943
902,239.032
901,239.128
900,239.216
899,239.297
898,239.385
897,239.474
896,239.571
895,239.66
894,239.741
893,239.831
892,239.928
891,240.018
890,240.107
889,240.189
888,240.279
887,240.377
886,240.468
885,240.55
884,240.641
883,240.739
882,240.83
881,240.921
880,241.004
879,241.095
878,241.195
877,241.286
876,241.37
875,241.461
874,241.561
873,241.653
872,241.746
871,241.83
870,241.922
869,242.023
868,242.116
867,242.201
866,242.294
865,242.395
864,242.488
863,242.582
862,242.667
861,242.761
860,242.863
859,242.957
858,243.043
857,243.137
856,243.232
855,243.335
854,243.429
853,243.516
852,243.611
851,243.715
850,243.81
849,243.898
848,243.993
847,244.089
846,244.193
845,244.289
844,244.377
843,244.474
842,244.579
841,244.675
840,244.764
839,244.861
838,244.958
837,245.064
836,245.161
835,245.251
834,245.349
833,245.455
832,245.553
831,245.643
830,245.741
829,245.84
828,245.947
827,246.046
826,246.137
825,246.236
824,246.344
823,246.443
822,246.535
821,246.635
820,246.735
819,246.843
818,246.943
817,247.036
816,247.136
815,247.245
814,247.347
813,247.448
812,247.541
811,247.642
810,247.752
809,247.854
808,247.948
807,248.05
806,248.161
805,248.263
804,248.366
803,248.461
802,248.564
801,248.675
800,248.779
799,248.874
798,248.978
797,249.09
796,249.194
795,249.298
794,249.394
793,249.499
792,249.612
791,249.717
790,249.814
789,249.919
788,250.033
787,250.138
786,250.244
785,250.342
784,250.448
783,250.563
782,250.669
781,250.768
780,250.875
779,250.982
778,251.097
777,251.205
776,251.304
775,251.412
774,251.528
773,251.637
772,251.737
771,251.845
770,251.954
769,252.071
768,252.181
767,252.282
766,252.391
765,252.509
764,252.619
763,252.721
762,252.831
761,252.942
760,253.061
759,253.172
758,253.274
757,253.386
756,253.505
755,253.617
754,253.72
753,253.833
752,253.945
751,254.066
750,254.178
749,254.283
748,254.396
747,254.518
746,254.631
745,254.736
744,254.85
743,254.964
742,255.087
741,255.201
740,255.307
739,255.422
738,255.546
737,255.661
736,255.777
735,255.884
734,256
733,256.125
732,256.241
731,256.349
730,256.466
729,256.591
728,256.7
727,256.826
726,256.935
725,257.053
724,257.179
723,257.298
722,257.408
721,257.526
720,257.654
719,257.773
718,257.892
717,258.003
716,258.123
715,258.252
714,258.372
713,258.484
712,258.605
711,258.734
710,258.855
709,258.977
708,259.09
707,259.212
706,259.342
705,259.465
704,259.579
703,259.701
702,259.824
701,259.956
700,260.08
699,260.195
698,260.319
697,260.452
696,260.576
695,260.692
694,260.817
693,260.942
692,261.076
691,261.202
690,261.319
689,261.445
688,261.58
687,261.707
686,261.825
685,261.952
684,262.079
683,262.215
682,262.343
681,262.463
680,262.591
679,262.728
678,262.857
677,262.977
676,263.116
675,263.236
674,263.375
673,263.505
672,263.627
671,263.757
670,263.897
669,264.019
668,264.151
667,264.291
666,264.414
665,264.555
664,264.688
663,264.812
662,264.945
661,265.087
660,265.211
659,265.354
658,265.488
657,265.614
656,265.757
655,265.892
654,266.018
653,266.154
652,266.298
651,266.425
650,266.57
649,266.707
648,266.835
647,266.981
646,267.118
645,267.247
644,267.385
643,267.532
642,267.671
641,267.809
640,267.94
639,268.079
638,268.228
637,268.368
636,268.499
635,268.64
634,268.789
633,268.93
632,269.072
631,269.205
630,269.347
629,269.498
628,269.641
627,269.775
626,269.918
625,270.061
624,270.214
623,270.358
622,270.494
621,270.639
620,270.793
619,270.929
618,271.075
617,271.221
616,271.367
615,271.523
614,271.67
613,271.808
612,271.956
611,272.113
610,272.252
609,272.401
608,272.55
607,272.699
606,272.857
605,273.007
604,273.148
603,273.299
602,273.459
601,273.601
600,273.753
599,273.914
598,274.057
597,274.218
596,274.362
595,274.525
594,274.669
593,274.832
592,274.977
591,275.132
590,275.296
589,275.442
588,275.607
587,275.754
586,275.919
585,276.067
584,276.233
583,276.382
582,276.549
581,276.707
580,276.856
579,277.024
578,277.174
577,277.343
576,277.494
575,277.663
574,277.815
573,277.985
572,278.147
571,278.299
570,278.471
569,278.624
568,278.797
567,278.951
566,279.124
565,279.288
564,279.452
563,279.617
562,279.773
561,279.948
560,280.105
559,280.281
558,280.439
557,280.615
556,280.783
555,280.951
554,281.12
553,281.279
552,281.458
551,281.618
550,281.798
549,281.959
548,282.139
547,282.311
546,282.473
545,282.655
544,282.818
543,283
542,283.164
541,283.348
540,283.512
539,283.687
538,283.872
537,284.038
536,284.224
535,284.391
534,284.577
533,284.745
532,284.932
531,285.101
530,285.28
529,285.468
528,285.638
527,285.828
526,285.999
525,286.19
524,286.361
523,286.553
522,286.735
521,286.909
520,287.101
519,287.276
518,287.469
517,287.645
516,287.839
515,288.015
514,288.211
513,288.398
512,288.575
511,288.772
510,288.951
509,289.149
508,289.328
507,289.528
506,289.708
505,289.899
504,290.099
503,290.281
502,290.483
501,290.666
500,290.869
499,291.053
498,291.256
497,291.441
496,291.637
495,291.842
494,292.028
493,292.235
492,292.422
491,292.63
490,292.819
489,293.027
488,293.227
487,293.417
486,293.627
485,293.818
484,294.03
483,294.222
482,294.435
481,294.628
480,294.842
479,295.046
478,295.241
477,295.457
476,295.653
475,295.87
474,296.067
473,296.285
472,296.483
471,296.702
470,296.912
469,297.112
468,297.333
467,297.535
466,297.756
465,297.959
464,298.182
463,298.386
462,298.601
461,298.826
460,299.031
459,299.258
458,299.465
457,299.692
456,299.901
455,300.129
454,300.339
453,300.559
452,300.79
451,301.001
450,301.233
449,301.446
448,301.679
447,301.893
446,302.128
445,302.354
444,302.57
443,302.806
442,303.024
441,303.262
440,303.481
439,303.72
438,303.94
437,304.181
436,304.413
435,304.635
434,304.878
433,305.102
432,305.347
431,305.572
430,305.818
429,306.044
428,306.282
427,306.53
426,306.758
425,307.008
424,307.238
423,307.49
422,307.721
421,307.974
420,308.207
419,308.452
418,308.707
417,308.942
416,309.199
415,309.436
414,309.694
413,309.933
412,310.193
411,310.433
410,310.684
409,310.947
408,311.189
407,311.453
406,311.698
405,311.963
404,312.209
403,312.477
402,312.735
401,312.983
400,313.253
399,313.503
398,313.775
397,314.027
396,314.301
395,314.554
394,314.83
393,315.095
392,315.352
391,315.63
390,315.888
389,316.168
388,316.428
387,316.709
386,316.971
385,317.244
384,317.529
383,317.793
382,318.08
381,318.346
380,318.635
379,318.903
378,319.194
377,319.464
376,319.746
375,320.039
374,320.313
373,320.608
372,320.883
371,321.181
370,321.458
369,321.758
368,322.048
367,322.328
366,322.631
365,322.914
364,323.208
363,323.503
362,323.81
361,324.097
360,324.407
359,324.706
358,324.996
357,325.309
356,325.601
355,325.916
354,326.211
353,326.528
352,326.825
351,327.134
350,327.455
349,327.755
348,328.078
347,328.381
346,328.706
345,329.011
344,329.34
343,329.647
342,329.967
341,330.298
340,330.61
339,330.944
338,331.269
337,331.595
336,331.911
335,332.25
334,332.569
333,332.9
332,333.244
331,333.566
330,333.902
329,334.249
328,334.587
327,334.915
326,335.267
325,335.609
324,335.941
323,336.297
322,336.632
321,336.991
320,337.329
319,337.69
318,338.031
317,338.396
316,338.751
315,339.096
314,339.465
313,339.813
312,340.185
311,340.537
310,340.912
309,341.266
308,341.634
307,342.014
306,342.373
305,342.745
304,343.118
303,343.505
302,343.871
301,344.26
300,344.629
299,345.011
298,345.395
297,345.78
296,346.167
295,346.567
294,346.958
293,347.35
292,347.744
291,348.14
290,348.526
289,348.926
288,349.327
287,349.73
286,350.147
285,350.554
284,350.963
283,351.374
282,351.786
281,352.189
280,352.606
279,353.025
278,353.457
277,353.88
276,354.304
275,354.731
274,355.16
273,355.579
272,356.011
271,356.447
270,356.884
269,357.335
268,357.776
267,358.22
266,358.666
265,359.102
264,359.552
263,360.005
262,360.46
261,360.929
260,361.389
259,361.851
258,362.315
257,362.781
256,363.239
255,363.71
254,364.184
253,364.66
252,365.151
251,365.633
250,366.117
249,366.604
248,367.081
247,367.572
246,368.067
245,368.564
244,369.076
243,369.579
242,370.084
241,370.592
240,371.103
239,371.604
238,372.121
237,372.64
236,373.163
235,373.7
234,374.229
233,374.76
232,375.294
231,375.819
230,376.359
229,376.903
228,377.45
227,378
226,378.565
225,379.122
224,379.681
223,380.244
222,380.798
221,381.368
220,381.941
219,382.518
218,383.11
217,383.694
216,384.281
215,384.872
214,385.454
213,386.052
212,386.654
211,387.259
210,387.869
209,388.495
208,389.112
207,389.734
206,390.359
205,390.975
204,391.608
203,392.246
202,392.887
201,393.546
200,394.196
199,394.85
198,395.509
197,396.172
196,396.827
195,397.499
194,398.176
193,398.857
192,399.556
191,400.247
190,400.943
189,401.643
188,402.335
187,403.045
186,403.761
185,404.481
184,405.22
183,405.951
182,406.674
181,407.429
180,408.176
179,408.915
178,409.673
177,410.437
176,411.206
175,411.995
174,412.776
173,413.563
172,414.357
171,415.142
170,415.948
169,416.773
168,417.578
167,418.402
166,419.247
165,420.071
164,420.929
163,421.781
162,422.625
161,423.49
160,424.363
159,425.243
158,426.144
157,427.038
156,427.94
155,428.85
154,429.753
153,430.679
152,431.612
151,432.553
150,433.503
149,434.461
148,435.428
147,436.418
146,437.402
145,438.381
144,439.383
143,440.409
142,441.43
141,442.46
140,443.486
139,444.55
138,445.61
137,446.68
136,447.746
135,448.837
134,449.953
133,451.066
132,452.175
131,453.31
130,454.471
129,455.629
128,456.784
127,457.966
126,459.176
125,460.383
124,461.588
123,462.82
122,464.082
121,465.341
120,466.615
119,467.887
118,469.189
117,470.521
116,471.852
115,473.183
114,474.545
113,475.938
112,477.332
111,478.727
110,480.154
109,481.615
108,483.077
107,484.541
106,486.039
105,487.556
104,489.108
103,490.663
102,492.223
101,493.819
100,495.452
99,497.09
98,498.734
97,500.416
96,502.138
95,503.867
94,505.604
93,507.381
92,509.201
91,511.013
90,512.885
89,514.751
88,516.661
87,518.618
86,520.586
85,522.568
84,524.598
83,526.677
82,528.772
81,530.883
80,533.046
79,535.263
78,537.498
77,539.754
76,542.066
75,544.419
74,546.813
73,549.267
72,551.729
71,554.273
70,556.828
69,559.468
68,562.121
67,564.862
66,567.62
65,570.471
64,573.342
63,576.309
62,579.301
61,582.394
60,585.535
59,588.726
58,592.026
57,595.362
56,598.815
55,602.309
54,605.926
53,609.591
52,613.387
51,617.239
50,621.23
49,625.285
48,629.49
47,633.768
46,638.207
45,642.752
44,647.408
43,652.245
42,657.186
41,662.325
40,667.583
39,673.058
38,678.671
37,684.5
36,690.535
35,696.788
34,703.273
33,710.008
32,717.008
31,724.292
30,731.905
29,739.823
28,748.095
27,756.75
26,765.82
25,775.342
24,785.355
23,795.906
22,807.023
21,818.816
20,831.33
19,844.646
18,858.858
17,874.078
16,890.437
15,908.122
14,927.268
13,948.139
12,971.026
11,996.266
10,1024.39
9,1055.98
8,1091.87
7,1133.23
6,1181.62
5,1239.48
4,1310.68
3,1401.72
2,1524.76
1,1706.9
0,2027
